2022,10,44,FISICA,578,54,3,0,10,1,1,"2016-05-01",ocara@udenar.edu.co
2023,10,44,ZOOTECNIA,777,2,3,0,10,1,1,"2016-05-01",ocara@udenar.edu.co
2024,10,44,LICENCIATURA EN ARTES PLASTICAS,778,12,3,0,8,1,1,"2016-05-01",ocara@udenar.edu.co
2025,10,44,LICENCIATURA EN MUSICA,779,12,3,0,10,1,1,"2016-05-01",ocara@udenar.edu.co
2026,10,44,LICENCIATURA EN CIENCIAS SOCIALES,780,12,3,0,10,1,1,"2016-05-01",ocara@udenar.edu.co
2027,10,44,LICENCIATURA EN LENGUAS MODERNAS ESPAÑOL- INGLES,781,12,3,0,10,1,1,"2016-05-01",ocara@udenar.edu.co
2028,10,44,LICENCIATURA EN LENGUAS MODERNAS INGLES- FRANCES,782,12,3,0,8,1,1,"2016-05-01",ocara@udenar.edu.co
2029,10,44,LICENCIATURA EN MATEMATICAS,783,12,3,0,10,1,1,"2016-05-01",ocara@udenar.edu.co
2030,10,44,LICENCIATURA EN BIOLOGIA,784,12,3,0,8,1,1,"2016-05-01",ocara@udenar.edu.co
2031,10,44,LICENCIATURA EN QUIMICA,785,12,3,0,8,1,1,"2016-05-01",ocara@udenar.edu.co
2032,10,44,DERECHO,786,32,3,0,5,1,1,"2016-05-01",ocara@udenar.edu.co
2033,10,44,ADMINISTRACION DE EMPRESAS,788,34,3,0,10,1,1,"2016-05-01",ocara@udenar.edu.co
2034,10,44,INGENIERIA CIVIL,789,47,3,0,10,1,1,"2016-05-01",ocara@udenar.edu.co
2035,10,44,INGENIERIA AGRONOMICA,790,38,3,0,10,1,1,"2016-05-01",ocara@udenar.edu.co
2036,10,44,ESPECIALIZACION EN METODOLOGIA DE LA ENSEÑANZA DE LA HISTORIA,792,12,4,0,2,1,1,"2016-05-01",ocara@udenar.edu.co
2037,10,44,ESPECIALIZACION EN METODOLOGIA DE LA ENSEÑANZA DE LA GEOGRAFIA,793,12,4,0,3,1,1,"2016-05-01",ocara@udenar.edu.co
2038,10,44,ESPECIALIZACION EN DERECHO ADMINISTRATIVO,794,32,4,0,2,1,1,"2016-05-01",ocara@udenar.edu.co
2039,10,44,ESPECIALIZACION EN ECOLOGIA,795,53,4,0,2,1,1,"2016-05-01",ocara@udenar.edu.co
2040,10,44,MAESTRÍA EN ETNOLITERATURA,796,27,5,0,4,1,1,"2016-05-01",ocara@udenar.edu.co
2041,10,44,TECNOLOGIA EN ACUICULTURA,2608,2,2,0,6,4,1,"2016-05-01",ocara@udenar.edu.co
2042,10,44,LICENCIATURA EN FILOSOFIA Y LETRAS,2715,12,3,0,10,1,1,"2016-05-01",ocara@udenar.edu.co
2043,10,44,MEDICINA VETERINARIA,2887,3,3,0,10,1,1,"2016-05-01",ocara@udenar.edu.co
2044,10,44,LICENCIATURA EN INFORMATICA,2972,12,3,0,10,1,1,"2016-05-01",ocara@udenar.edu.co
2045,10,44,ESPECIALIZACION EN ESTUDIOS LATINOAMERICANOS - EDUCACION E INVESTIGACION,3010,12,4,0,3,1,1,"2016-05-01",ocara@udenar.edu.co
2046,10,44,ESPECIALIZACION EN ADMINISTRACION EDUCATIVA,3120,34,4,0,2,1,1,"2016-05-01",ocara@udenar.edu.co
2047,10,44,TECNOLOGIA EN COMPUTACION,3189,46,2,0,6,1,1,"2016-05-01",ocara@udenar.edu.co
2048,10,44,COMERCIO INTERNACIONAL Y MERCADEO,3227,36,3,0,10,1,1,"2016-05-01",ocara@udenar.edu.co
2049,10,44,ESPECIALIZACION EN EDUCACION ADMINISTRACION EDUCATIVA,3241,34,4,0,2,1,1,"2016-05-01",ocara@udenar.edu.co
2050,10,44,GEOGRAFIA,3318,23,3,0,10,1,1,"2016-05-01",ocara@udenar.edu.co
2051,10,44,SOCIOLOGIA,3319,24,3,0,10,1,1,"2016-05-01",ocara@udenar.edu.co
2052,10,44,ESPECIALIZACION EN GESTION DE PROYECTOS,3328,34,4,0,3,1,1,"2016-05-01",ocara@udenar.edu.co
2053,10,44,BIOLOGIA,3426,53,3,0,10,1,1,"2016-05-01",ocara@udenar.edu.co
2054,10,44,INGENIERIA DE SISTEMAS,3474,46,3,0,10,1,1,"2016-05-01",ocara@udenar.edu.co
2055,10,44,ESPECIALIZACION EN DOCENCIA DE LA QUIMICA,3494,12,4,0,1,1,1,"2016-05-01",ocara@udenar.edu.co
2056,10,44,ESPECIALIZACION EN EDUCACION MUSICAL,3883,12,4,0,4,1,1,"2016-05-01",ocara@udenar.edu.co
2057,10,44,PSICOLOGIA,3928,26,3,0,10,1,1,"2016-05-01",ocara@udenar.edu.co
2058,10,44,ESPECIALIZACION EN TRADUCCION (INGLES-ESPAÑOL),4055,27,4,0,2,1,1,"2016-05-01",ocara@udenar.edu.co
2059,10,44,ESPECIALIZACION EN PLANIFICACION Y GESTION DEL DESARROLLO REGIONAL,4058,34,4,0,3,1,1,"2016-05-01",ocara@udenar.edu.co
2060,10,44,DISEÑO INDUSTRIAL,4095,37,3,0,10,1,1,"2016-05-01",ocara@udenar.edu.co
2061,10,44,ARTES VISUALES,4096,4,3,0,10,1,1,"2016-05-01",ocara@udenar.edu.co
2062,10,44,INGENIERIA AGROFORESTAL,4282,51,3,0,10,1,1,"2016-05-01",ocara@udenar.edu.co
2063,10,44,ESPECIALIZACION EN ENSEÑANZA DE LA MATEMATICA,4306,12,4,0,2,1,1,"2016-05-01",ocara@udenar.edu.co
2064,10,44,QUIMICA,4492,56,3,0,10,1,1,"2016-05-01",ocara@udenar.edu.co
2065,10,44,ESPECIALIZACION EN ORIENTACION EDUCATIVA Y DESARROLLO HUMANO,4569,12,4,0,2,1,1,"2016-05-01",ocara@udenar.edu.co
2066,10,44,LICENCIATURA EN EDUCACION BASICA ENFASIS EN ESPAÑOL Y LITERATURA,4696,12,3,0,10,1,1,"2016-05-01",ocara@udenar.edu.co
2067,10,44,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS NATURALES,4697,12,3,0,10,1,1,"2016-05-01",ocara@udenar.edu.co
2069,10,44,INGENIERÍA AGROINDUSTRIAL,6564,48,3,0,10,1,1,"2016-05-01",ocara@udenar.edu.co
2070,10,44,ESPECIALIZACIÓN EN ALTA GERENCIA,6565,34,4,0,1,1,1,"2016-05-01",ocara@udenar.edu.co
2071,10,44,INGENIERIA EN PRODUCCION ACUICOLA,6566,51,3,0,10,1,1,"2016-05-01",ocara@udenar.edu.co
2072,10,44,ESPECIALIZACION EN ESTUDIOS LATINOAMERICANOS,6672,33,4,0,2,1,1,"2016-05-01",ocara@udenar.edu.co
2073,10,44,LICENCIATURA EN EDUCACION BASICA:INGLES,6673,12,3,0,10,1,1,"2016-05-01",ocara@udenar.edu.co
2074,10,44,LICENCIATURA EN EDUCACION PREESCOLAR Y BASICA PRIMARIA: INGLES,6685,12,3,0,10,1,1,"2016-05-01",ocara@udenar.edu.co
2075,10,44,ESPECIALIZACION EN GERENCIA SOCIAL,6690,34,4,0,2,1,1,"2016-05-01",ocara@udenar.edu.co
2076,10,44,DOCTORADO EN CIENCIAS DE LA EDUCACION,7170,12,6,0,3,1,1,"2016-05-01",ocara@udenar.edu.co
2077,10,44,DOCTORADO EN CIENCIAS DE LA EDUCACION,7189,12,6,0,4,1,1,"2016-05-01",ocara@udenar.edu.co
2078,10,44,TECNOLOGIA EN PROMOCION DE LA SALUD,8405,15,2,0,6,1,1,"2016-05-01",ocara@udenar.edu.co
2079,10,44,ESPECIALIZACION EN ADMINISTRACION DE EMPRESAS CONSTRUCTORAS,9430,34,4,0,2,1,1,"2016-05-01",ocara@udenar.edu.co
2080,10,44,ESPECIALIZACION EN GERENCIA Y GESTION DE LA RECREACION,10411,34,4,0,2,1,1,"2016-05-01",ocara@udenar.edu.co
2081,10,44,DISEÑO GRAFICO Y MULTIMEDIAL,10432,9,3,0,10,1,1,"2016-05-01",ocara@udenar.edu.co
2082,10,44,ESPECIALIZACION EN FINANZAS,11011,34,4,0,2,1,1,"2016-05-01",ocara@udenar.edu.co
2083,10,44,INGENIERIA ELECTRONICA,11632,44,3,0,10,1,1,"2016-05-01",ocara@udenar.edu.co
2084,10,44,ECONOMIA,12696,36,3,0,10,1,1,"2016-05-01",ocara@udenar.edu.co
2085,10,44,ESPECIALIZACION EN DESARROLLO REGIONAL,12840,36,4,0,3,1,1,"2016-05-01",ocara@udenar.edu.co
2086,10,44,ESPECIALIZACION EN ALTA GERENCIA,13914,34,4,0,3,1,1,"2016-05-01",ocara@udenar.edu.co
2087,10,44,ESPECIALIZACION EN DOCENCIA UNIVERSITARIA,16836,12,4,0,2,1,1,"2016-05-01",ocara@udenar.edu.co
2088,10,44,LICENCIATURA EN EDUCACI¿N B¿SICA CON ¿NFASIS EN CIENCIAS SOCIALES,16837,12,3,0,10,1,1,"2016-05-01",ocara@udenar.edu.co
2089,10,44,LICENCIATURA EN EDUCACION BASICA  CON ENFASIS EN CIENCIAS SOCIALES,16838,12,3,0,0,1,1,"2016-05-01",ocara@udenar.edu.co
2090,10,44,LICENCIATURA EN EDUCACIÓN BÁSICA CON ÉNFASIS EN CIENCIAS NATURALES Y EDUCACIÓN AMBIENTAL,16839,12,3,0,10,1,1,"2016-05-01",ocara@udenar.edu.co
2091,10,44,LICENCIATURA EN ARTES VISUALES,16840,12,3,0,10,1,1,"2016-05-01",ocara@udenar.edu.co
2092,10,44,LICENCIATURA EN LENGUA CASTELLANA Y LITERATURA,16841,12,3,0,10,1,1,"2016-05-01",ocara@udenar.edu.co
2093,10,44,LICENCIATURA  EN INGLES Y FRANCES,16842,12,3,0,10,1,1,"2016-05-01",ocara@udenar.edu.co
2094,10,44,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN  HUMANIDADES LENGUA CASTELLANA E INGLES,16843,12,3,0,10,1,1,"2016-05-01",ocara@udenar.edu.co
2095,10,44,ESPECIALIZACION EN  ADMINISTRACION EDUCATIVA,16844,34,4,0,2,1,1,"2016-05-01",ocara@udenar.edu.co
2096,10,44,ESPECIALIZACION EN PEDAGOGIA DE LA CREATIVIDAD,16901,12,4,0,2,1,1,"2016-05-01",ocara@udenar.edu.co
