10552;63;274;MEDICINA VETERINARIA Y ZOOTECNIA;347;3;3;0;10;1;1;"""2016-06-01""";g.conde@udla.edu.co
10556;63;274;LICENCIATURA EN MATEMATICAS Y FISICA;351;12;3;0;9;1;1;"""2016-06-01""";g.conde@udla.edu.co
10558;63;274;ADMINISTRACION DE EMPRESAS;791;34;3;0;10;1;1;"""2016-06-01""";g.conde@udla.edu.co
10560;63;274;INGENIERIA AGROECOLOGICA;3607;38;3;0;10;1;1;"""2016-06-01""";g.conde@udla.edu.co
10561;63;274;BIOLOGÍA;3608;53;3;0;9;1;1;"""2016-06-01""";g.conde@udla.edu.co
10564;63;274;INGENIERIA DE ALIMENTOS;4797;48;3;0;10;1;1;"""2016-06-01""";g.conde@udla.edu.co
10569;63;274;ESPECIALIZACION EN GERENCIA TRIBUTARIA;7794;35;4;0;2;1;1;"""2016-06-01""";g.conde@udla.edu.co
10572;63;274;ESPECIALIZACION EN FORMULACION Y EVALUACION  DE PROYECTOS;9518;36;4;0;2;1;1;"""2016-06-01""";g.conde@udla.edu.co
10580;63;274;DERECHO;10554;32;3;0;10;1;1;"""2016-06-01""";g.conde@udla.edu.co
10581;63;274;LICENCIATURA EN INGLES;11945;12;3;0;9;1;1;"""2016-06-01""";g.conde@udla.edu.co
10586;63;274;LICENCIATURA EN LENGUA CASTELLANA Y LITERATURA;15767;12;3;0;9;1;1;"""2016-06-01""";g.conde@udla.edu.co
10590;63;274;CONTADURIA PUBLICA;19608;35;3;0;10;1;1;"""2016-06-01""";g.conde@udla.edu.co
10594;63;274;LICENCIATURA EN PEDAGOGIA INFANTIL;52001;12;3;0;9;4;1;"""2016-06-01""";g.conde@udla.edu.co
10599;63;274;INGENIERIA DE SISTEMAS;52384;46;3;0;10;1;1;"""2016-06-01""";g.conde@udla.edu.co
10600;63;274;ESPECIALIZACIÓN EN GERENCIA DE TALENTO HUMANO;52565;34;4;0;2;1;1;"""2016-06-01""";g.conde@udla.edu.co
10601;63;274;QU¿MICA;52663;56;3;0;9;1;1;"""2016-06-01""";g.conde@udla.edu.co
10602;63;274;MAESTRÍA EN AGROFORESTERÍA;52703;1;5;0;4;1;1;"""2016-06-01""";g.conde@udla.edu.co
10603;63;274;ESPECIALIZACION EN PEDAGOGIA;52965;12;4;0;2;1;1;"""2016-06-01""";g.conde@udla.edu.co
10604;63;274;MAESTRÍA EN CIENCIAS DE LA EDUCACIÓN;53004;12;5;0;4;1;1;"""2016-06-01""";g.conde@udla.edu.co
10606;63;274;TECNOLOGIA EN SALUD OCUPACIONAL;53786;15;2;0;6;4;1;"""2016-06-01""";g.conde@udla.edu.co
10607;63;274;TECNOLOGÍA EN CRIMINALÍSTICA;53890;32;2;0;6;4;1;"""2016-06-01""";g.conde@udla.edu.co
10608;63;274;TECNOLOGIA EN GESTION DE MERCADOS;54137;34;2;0;6;4;1;"""2016-06-01""";g.conde@udla.edu.co
10609;63;274;MAESTRÍA EN SISTEMAS SOSTENIBLES DE PRODUCCIÓN;55044;1;5;0;4;1;1;"""2016-06-01""";g.conde@udla.edu.co
10610;63;274;LICENCIATURA EN CIENCIAS SOCIALES;91328;12;3;0;9;4;1;"""2016-06-01""";g.conde@udla.edu.co
10611;63;274;MAESTRÍA EN CIENCIAS BIOLOGICAS;101493;58;5;0;4;1;1;"""2016-06-01""";g.conde@udla.edu.co
10612;63;274;LICENCIATURA EN CIENCIAS SOCIALES;101867;12;3;0;9;1;1;"""2016-06-01""";g.conde@udla.edu.co
10613;63;274;ADMINISTRACION FINANCIERA;101877;58;3;0;10;4;1;"""2016-06-01""";g.conde@udla.edu.co
10614;63;274;MAESTRIA EN TRIBUTACION;102497;35;5;0;4;1;1;"""2016-06-01""";g.conde@udla.edu.co
10615;63;274;MAESTRÍA EN ADMINISTRACIÓN;102763;34;5;0;4;1;1;"""2016-06-01""";g.conde@udla.edu.co
10616;63;274;DOCTORADO EN CIENCIAS NATURALES Y DESARROLLO SUSTENTABLE;103171;58;6;0;8;1;1;"""2016-06-01""";g.conde@udla.edu.co
10617;63;274;DOCTORADO EN EDUCACIÓN Y CULTURA AMBIENTAL;103413;12;6;0;6;1;1;"""2016-06-01""";g.conde@udla.edu.co
10618;63;274;ESPECIALIZACION EN TECNOLOGIAS DE LA INFORMACIÓN Y LA COMUNICACIÓN PARA LA INNOVACIÓN EDUCATIVA;104189;46;4;0;2;1;1;"""2016-06-01""";g.conde@udla.edu.co
10619;63;274;ESPECIALIZACIÓN EN TELEINFORMÁTICA;104484;46;4;0;2;1;1;"""2016-06-01""";g.conde@udla.edu.co
10620;63;274;LICENCIATURA EN LENGUA CASTELLANA;104892;58;3;0;9;4;1;"""2016-06-01""";g.conde@udla.edu.co
10621;63;274;TECNOLOGIA EN DESRROLLO DE SOFTWARE;104959;46;2;0;6;4;1;"""2016-06-01""";g.conde@udla.edu.co
10622;63;274;ESPECIALIZACIÓN EN DERECHO CONTENCIOSO ADMINISTRATIVO;105242;32;4;0;2;1;1;"""2016-06-01""";g.conde@udla.edu.co
10623;63;274;LICENCIATURA EN EDUCACIÓN ARTÍSTICA Y CULTURAL;105345;12;3;0;10;1;1;"""2016-06-01""";g.conde@udla.edu.co
10624;63;274;LICENCIATURA EN EDUCACIÓN FÍSICA DEPORTES Y RECREACIÓN;105354;12;3;0;10;1;1;"""2016-06-01""";g.conde@udla.edu.co
10625;63;274;ESPECIALIZACIÓN EN DERECHO AMBIENTAL;105355;32;4;0;2;1;1;"""2016-06-01""";g.conde@udla.edu.co
10626;63;274;PSICÓLOGA;105411;58;3;0;10;1;1;"""2016-06-01""";g.conde@udla.edu.co
