8218;38;174;TECNOLOGIA EN PUBLICIDAD Y COMERCIALIZACION;1167;8;2;0;6;1;1;"2016-05-01";admision@ucentral.edu.co
8219;38;174;TECNOLOGIA EN RECURSOS HIDRICOS;1168;47;2;0;7;1;1;"2016-05-01";admision@ucentral.edu.co
8220;38;174;PUBLICIDAD;1169;8;3;4663305;10;1;1;"2016-05-01";admision@ucentral.edu.co
8221;38;174;COMUNICACION SOCIALY PERIODISMO;1170;30;3;4272346;10;1;1;"2016-05-01";admision@ucentral.edu.co
8222;38;174;MERCADOLOGIA;1172;34;3;3592320;9;1;1;"2016-05-01";admision@ucentral.edu.co
8223;38;174;ADMINISTRACION DE EMPRESAS;1173;34;3;3878567;9;1;1;"2016-05-01";admision@ucentral.edu.co
8224;38;174;CONTADURIA PUBLICA;1174;35;3;0;0;1;1;"2016-05-01";admision@ucentral.edu.co
8225;38;174;INGENIERIA DE SISTEMAS;1175;46;3;4366112;10;1;1;"2016-05-01";admision@ucentral.edu.co
8226;38;174;ESPECIALIZACION EN CIENCIAS TRIBUTARIAS;1176;35;4;6555136;2;1;1;"2016-05-01";admision@ucentral.edu.co
8227;38;174;MAESTRIA EN CIENCIAS FINANCIERAS Y DE SISTEMAS;1177;34;5;0;2;1;1;"2016-05-01";admision@ucentral.edu.co
8228;38;174;ESPECIALIZACION EN GERENCIA EMPRESARIAL;2847;34;4;0;3;1;1;"2016-05-01";admision@ucentral.edu.co
8229;38;174;ESTUDIOS MUSICALES;2922;6;3;4704816;10;1;1;"2016-05-01";admision@ucentral.edu.co
8230;38;174;INGENIERIA ELECTRONICA;2992;44;3;4226560;10;1;1;"2016-05-01";admision@ucentral.edu.co
8231;38;174;INGENIERIA MECANICA;2993;42;3;4334224;10;1;1;"2016-05-01";admision@ucentral.edu.co
8232;38;174;ESPECIALIZACION EN PERIODISMO DE INVESTIGACION;3065;30;4;0;3;1;1;"2016-05-01";admision@ucentral.edu.co
8233;38;174;ESPECIALIZACION EN GERENCIA ESTRATEGICA DE COSTOS Y CONTROL DE GESTION;3622;34;4;0;2;1;1;"2016-05-01";admision@ucentral.edu.co
8234;38;174;ESPECIALIZACION EN GERENCIA  PUBLICA;3623;34;4;0;4;1;1;"2016-05-01";admision@ucentral.edu.co
8235;38;174;INGENIERIA AMBIENTAL;4318;50;3;4270800;10;1;1;"2016-05-01";admision@ucentral.edu.co
8236;38;174;ESPECIALIZACION EN DIRECCION FINANCIERA Y DESARROLLO ORGANIZACIONAL;4820;34;4;0;2;1;1;"2016-05-01";admision@ucentral.edu.co
8237;38;174;ESPECIALIZACION EN REVISORIA FISCAL;4821;35;4;6145468;2;1;1;"2016-05-01";admision@ucentral.edu.co
