12255;79;363;ADMINISTRACION DE EMPRESAS;1667;34;3;530880;10;1;1;"2016-05-01";contactenos@utch.edu.co
12256;79;363;INGENIERIA CIVIL;1668;47;3;530880;10;1;1;"2016-05-01";contactenos@utch.edu.co
12261;79;363;TRABAJO SOCIAL;1676;24;3;0;10;1;1;"2016-05-01";contactenos@utch.edu.co
12263;79;363;ESPECIALIZACION EN ORGANIZACION Y DESARROLLO COMUNITARIO;3119;24;4;0;2;1;1;"2016-05-01";contactenos@utch.edu.co
12264;79;363;ENFERMERIA;3573;18;3;530880;8;1;1;"2016-05-01";contactenos@utch.edu.co
12265;79;363;INGENIERIA AGROFORESTAL;4255;38;3;530880;10;1;1;"2016-05-01";contactenos@utch.edu.co
12266;79;363;INGENIERIA AMBIENTAL;4319;50;3;530880;10;1;1;"2016-05-01";contactenos@utch.edu.co
12270;79;363;ESPECIALIZACION EN INFORMATICA EDUCATIVA;4483;12;4;2527711;2;1;1;"2016-05-01";contactenos@utch.edu.co
12274;79;363;DERECHO;5114;32;3;1565061;10;1;1;"2016-05-01";contactenos@utch.edu.co
12278;79;363;ESPECIALIZACION EN ATENCION Y EDUCACION SOCIAL A LA FAMILIA;7179;12;4;2527711;2;1;1;"2016-05-01";contactenos@utch.edu.co
12279;79;363;ARQUITECTURA;8025;37;3;1565061;10;1;1;"2016-05-01";contactenos@utch.edu.co
12283;79;363;CONTADURIA PUBLICA;12426;35;3;1306515;10;1;1;"2016-05-01";contactenos@utch.edu.co
12285;79;363;LICENCIATURA EN BIOLOGIA Y QUIMICA;19481;12;3;0;10;1;1;"2016-05-01";contactenos@utch.edu.co
12287;79;363;LICENCIATURA EN INGLES Y FRANCES;19483;12;3;0;10;1;1;"2016-05-01";contactenos@utch.edu.co
12290;79;363;LICENCIATURA EN CIENCIAS SOCIALES;19486;12;3;272334;10;1;1;"2016-05-01";contactenos@utch.edu.co
12300;79;363;LICENCIATURA EN ESPAÑOL Y LITERATURA;20590;12;3;0;0;4;1;"2016-05-01";contactenos@utch.edu.co
12306;79;363;ESPECIALIZACION EN CIENCIAS BIOLOGICAS;52237;53;4;0;2;1;1;"2016-05-01";contactenos@utch.edu.co
12307;79;509;CONTADURIA PUBLICA;52392;35;3;0;12;4;1;"2016-05-01";contactenos@utch.edu.co
12309;79;363;TECNOLOGIA EN GESTION TURISTICA Y HOTELERA;52998;34;2;530880;6;4;1;"2016-05-01";contactenos@utch.edu.co
12310;79;363;TECNOLOGIA EN GESTION TURISTICA Y HOTELERA;52999;34;2;0;6;1;1;"2016-05-01";contactenos@utch.edu.co
12311;79;363;TECNOLOGIA EN GESTION EMPRESARIAL;53022;34;2;0;6;4;1;"2016-05-01";contactenos@utch.edu.co
12314;79;363;MAESTRÍA EN CIENCIAS DE LA EDUCACIÓN;53845;12;5;5777625;4;1;1;"2016-05-01";contactenos@utch.edu.co
12315;79;363;LICENCIATURA EN MUSICA Y DANZA;53846;12;3;0;10;1;1;"2016-05-01";contactenos@utch.edu.co
12316;79;363;MAESTRIA EN DIDACTICA DEL INGLES;53947;12;5;0;4;1;1;"2016-05-01";contactenos@utch.edu.co
12317;79;363;TECNICA PROFESIONAL EN MINERIA SOSTENIBLE;91215;40;1;0;4;4;1;"2016-05-01";contactenos@utch.edu.co
12318;79;363;TECNOLOGÍA EN GESTIÓN MINERO AMBIENTAL;91220;39;2;0;6;4;1;"2016-05-01";contactenos@utch.edu.co
12319;79;363;LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE;101406;12;3;272334;10;1;1;"2016-05-01";contactenos@utch.edu.co
12320;79;363;LICENCIATURA EN LINGUISTICA Y LITERATURA;101407;12;3;272334;10;1;1;"2016-05-01";contactenos@utch.edu.co
12321;79;363;INGENIERIA DE TELECOMUNICACIONES E INFORMÁTICA;101902;46;3;1565061;10;1;1;"2016-05-01";contactenos@utch.edu.co
12322;79;363;BIOLOGÍA;102290;53;3;0;10;1;1;"2016-05-01";contactenos@utch.edu.co
12323;79;363;LICENCIATURA EN MATEMATICAS;102871;58;3;272334;10;1;1;"2016-05-01";contactenos@utch.edu.co
12324;79;363;LICENCIATURA EN PEDAGOGÍA INFANTIL;103144;12;3;0;10;1;1;"2016-05-01";contactenos@utch.edu.co
