1574,8,39,GEOTECNOLOGIA,222,55,2,193816,6,1,1,"2016-05-01","admisiones@unicauca.edu.co"
1575,8,39,TECNOLOGIA EN TELEMATICA,223,46,2,108008,6,1,1,"2016-05-01","admisiones@unicauca.edu.co"
1576,8,39,ARTES PLASTICAS,224,4,3,341189,10,1,1,"2016-05-01","admisiones@unicauca.edu.co"
1577,8,39,LICENCIATURA EN MUSICA,225,12,3,177894,10,1,1,"2016-05-01","admisiones@unicauca.edu.co"
1578,8,39,LICENCIATURA EN FILOSOFIA,226,12,3,0,10,1,1,"2016-05-01","admisiones@unicauca.edu.co"
1579,8,39,LICENCIATURA EN LITERATURA Y LENGUA ESPAÑOLA,227,12,3,0,10,1,1,"2016-05-01","admisiones@unicauca.edu.co"
1580,8,39,LICENCIATURA EN LENGUAS MODERNAS INGLES- FRANCES,228,12,3,0,9,1,1,"2016-05-01","admisiones@unicauca.edu.co"
1581,8,39,LICENCIATURA EN MATEMATICAS,229,12,3,160513,10,1,1,"2016-05-01","admisiones@unicauca.edu.co"
1582,8,39,ENFERMERÍA,230,18,3,282422,10,1,1,"2016-05-01","admisiones@unicauca.edu.co"
1583,8,39,MEDICINA,231,20,3,0,13,1,1,"2016-05-01","admisiones@unicauca.edu.co"
1584,8,39,ANTROPOLOGIA,232,22,3,240648,10,1,1,"2016-05-01","admisiones@unicauca.edu.co"
1585,8,39,DERECHO,233,32,3,464089,10,1,1,"2016-05-01","admisiones@unicauca.edu.co"
1586,8,39,ADMINISTRACION DE EMPRESAS,234,34,3,356518,10,1,1,"2016-05-01","admisiones@unicauca.edu.co"
1587,8,39,CONTADURIA PUBLICA,235,35,3,206608,11,1,1,"2016-05-01","admisiones@unicauca.edu.co"
1588,8,39,INGENIERIA CIVIL,236,47,3,305931,10,1,1,"2016-05-01","admisiones@unicauca.edu.co"
1589,8,39,INGENIERIA ELECTRONICA,237,44,3,0,6,1,1,"2016-05-01","admisiones@unicauca.edu.co"
1590,8,39,INGENIERIA ELECTRONICA Y TELECOMUNICACIONES,238,44,3,767717,10,1,1,"2016-05-01","admisiones@unicauca.edu.co"
1591,8,39,ESPECIALIZACION EN ANATOMIA PATOLOGICA,239,20,4,0,3,1,1,"2016-05-01","admisiones@unicauca.edu.co"
1592,8,39,ESPECIALIZACION EN ANESTESIOLOGIA,240,20,4,0,3,1,1,"2016-05-01","admisiones@unicauca.edu.co"
1593,8,39,ESPECIALIZACION EN CIRUGIA GENERAL,241,20,4,0,4,1,1,"2016-05-01","admisiones@unicauca.edu.co"
1594,8,39,ESPECIALIZACION EN GINECOLOGIA Y OBSTETRICIA,242,20,4,0,3,1,1,"2016-05-01","admisiones@unicauca.edu.co"
1595,8,39,ESPECIALIZACION EN MEDICINA INTERNA,243,20,4,0,3,1,1,"2016-05-01","admisiones@unicauca.edu.co"
1596,8,39,ESPECIALIZACION EN PEDIATRIA,244,20,4,0,3,1,1,"2016-05-01","admisiones@unicauca.edu.co"
1597,8,39,ESPECIALIZACION EN DERECHO ADMINISTRATIVO,245,32,4,0,2,1,1,"2016-05-01","admisiones@unicauca.edu.co"
1598,8,39,ESPECIALIZACION EN INGENIERIA DE VIAS TERRESTRES,246,47,4,0,1,1,1,"2016-05-01","admisiones@unicauca.edu.co"
1599,8,39,ESPECIALIZACION EN INGENIERIA DE REGADIOS,247,51,4,0,1,1,1,"2016-05-01","admisiones@unicauca.edu.co"
1600,8,39,ESPECIALIZACION EN MATEMATICA APLICADA,248,57,4,0,1,1,1,"2016-05-01","admisiones@unicauca.edu.co"
1601,8,39,MAESTRIA EN ESTUDIOS REGIONALES DE LOS PAISES ANDINOS DEL PACIFICO LATINOAMERICANO,249,33,5,0,4,1,1,"2016-05-01","admisiones@unicauca.edu.co"
