12740;83;406;ARQUITECTURA;1977;37;3;180000;10;1;1;"""2016-05-01""";admisiones@cuc.edu.co
12742;83;406;ESPECIALIZACION EN FINANZAS Y SISTEMAS;1979;34;4;0;2;1;1;"""2016-05-01""";admisiones@cuc.edu.co
12743;83;406;FINANZAS Y RELACIONES INTERNACIONALES;2561;34;3;187000;10;1;1;"""2016-05-01""";admisiones@cuc.edu.co
12744;83;406;CONTADURIA PUBLICA;2562;35;3;187000;10;1;1;"""2016-05-01""";admisiones@cuc.edu.co
12745;83;406;INGENIERIA AMBIENTAL;2634;50;3;225000;10;1;1;"""2016-05-01""";admisiones@cuc.edu.co
12749;83;406;ESPECIALIZACION EN ESTUDIOS PEDAGOGICOS;3072;12;4;0;2;1;1;"""2016-05-01""";admisiones@cuc.edu.co
12751;83;406;INGENIERIA ELECTRONICA;3830;47;3;225000;10;1;1;"""2016-05-01""";admisiones@cuc.edu.co
12752;83;406;INGENIERIA ELECTRICA;3831;45;3;225000;10;1;1;"""2016-05-01""";admisiones@cuc.edu.co
12754;83;406;INGENIERÍA DE SISTEMAS;4090;48;3;225000;10;1;1;"""2016-05-01""";admisiones@cuc.edu.co
12756;83;406;ESPECIALIZACION EN AUDITORIA A LOS SISTEMAS DE INFORMACION;4544;35;4;0;2;1;1;"""2016-05-01""";admisiones@cuc.edu.co
12758;83;407;ADMINISTRACION DE EMPRESAS;5487;34;3;0;10;1;1;"""2016-05-01""";admisiones@cuc.edu.co
12760;83;406;INGENIERIA INDUSTRIAL;9839;43;3;0;10;1;1;"""2016-05-01""";admisiones@cuc.edu.co
12761;83;406;TECNOLOGIA EN INFORMATICA Y TELECOMUNICACIONES;10069;46;2;149000;6;1;1;"""2016-05-01""";admisiones@cuc.edu.co
12762;83;406;PSICOLOGIA;10286;26;3;187000;10;1;1;"""2016-05-01""";admisiones@cuc.edu.co
12770;83;406;ADMINISTRACION DE EMPRESAS;13539;34;3;177000;10;1;1;"""2016-05-01""";admisiones@cuc.edu.co
12777;83;406;ESPECIALIZACION EN REVISORIA FISCAL;52597;35;4;0;2;1;1;"""2016-05-01""";admisiones@cuc.edu.co
12778;83;406;ESPECIALIZACION EN FUENTES RENOVABLES DE ENERGIA;52678;40;4;0;2;1;1;"""2016-05-01""";admisiones@cuc.edu.co
12779;83;406;ESPECIALIZACION EN ESTRUCTURAS;52705;47;4;0;2;1;1;"""2016-05-01""";admisiones@cuc.edu.co
12780;83;406;ESPECIALIZACION EN RESTAURACION Y CONSERVACION DEL PATRIMONIO ARQUITECTONICO;52774;37;4;0;2;1;1;"""2016-05-01""";admisiones@cuc.edu.co
12782;83;406;ESPECIALIZACION EN GERENCIA DE MERCADEO;53180;34;4;0;2;1;1;"""2016-05-01""";admisiones@cuc.edu.co
12783;83;406;ESPECIALIZACION EN REDES CONVERGENTES;53326;46;4;0;2;1;1;"""2016-05-01""";admisiones@cuc.edu.co
12784;83;406;DERECHO;53411;32;3;170000;10;1;1;"""2016-05-01""";admisiones@cuc.edu.co
12785;83;406;ADMINISTRACION AMBIENTAL;90865;34;3;177000;8;1;1;"""2016-05-01""";admisiones@cuc.edu.co
12786;83;406;ESPECIALIZACIÓN EN SEGURIDAD SOCIAL;90900;32;4;0;2;1;1;"""2016-05-01""";admisiones@cuc.edu.co
12787;83;406;ADMINISTRACIÓN DE SERVICIOS DE SALUD;91144;34;3;177000;8;1;1;"""2016-05-01""";admisiones@cuc.edu.co
12788;83;406;ESPECIALIZACIÓN  EN GESTIÓN DE LA CALIDAD Y AUDITORIA DE SERVICIOS DE SALUD;91242;34;4;0;2;1;1;"""2016-05-01""";admisiones@cuc.edu.co
12789;83;406;TECNOLOGÍA EN DESARROLLO DE SOFTWARE Y REDES TELEMÁTICAS;91314;46;2;86000;6;3;1;"""2016-05-01""";admisiones@cuc.edu.co
12790;83;406;TÉCNICA PROFESIONAL EN PROGRAMACIÓN DE DISPOSITIVOS MÓVILES;91315;46;1;86000;4;3;1;"""2016-05-01""";admisiones@cuc.edu.co
12791;83;407;DERECHO;101394;32;3;170000;10;1;1;"""2016-05-01""";admisiones@cuc.edu.co
12792;83;406;ESPECIALIZACIÓN EN GERENCIA EDUCATIVA PARA EL DESARROLLO SOSTENIBLE;101454;58;4;0;2;1;1;"""2016-05-01""";admisiones@cuc.edu.co
12793;83;406;ESPECIALIZACIÓN EN GESTIÓN AMBIENTAL EMPRESARIAL;101455;57;4;0;2;1;1;"""2016-05-01""";admisiones@cuc.edu.co
12794;83;406;CIENCIA DE LA INFORMACIÓN - BIBLIOTECOLOGÍA;101748;58;3;0;9;1;1;"""2016-05-01""";admisiones@cuc.edu.co
12795;83;408;INGENIERÍA INDUSTRIAL;101789;43;3;0;10;1;1;"""2016-05-01""";admisiones@cuc.edu.co
12796;83;406;ESPECIALIZACIÓN EN COMUNICACIONES MÓVILES E INALÁMBRICAS;102093;44;4;0;2;1;1;"""2016-05-01""";admisiones@cuc.edu.co
12797;83;406;ESPECIALIZACIÓN EN GERENCIA Y CONTROL DE RIESGOS PROFESIONALES;102114;58;4;0;2;1;1;"""2016-05-01""";admisiones@cuc.edu.co
12798;83;406;ESPECIALIZACIÓN EN AUTOMATIZACIÓN Y CONTROL INDUSTRIAL;102115;44;4;0;2;1;1;"""2016-05-01""";admisiones@cuc.edu.co
12799;83;406;MERCADEO Y PUBLICIDAD;102202;58;3;177000;8;1;1;"""2016-05-01""";admisiones@cuc.edu.co
12800;83;410;DERECHO;102433;32;3;0;10;1;1;"""2016-05-01""";admisiones@cuc.edu.co
12801;83;406;LICENCIATURA EN EDUCACIÓN BÁSICA PRIMARIA;102481;58;3;157000;8;1;1;"""2016-05-01""";admisiones@cuc.edu.co
12802;83;406;ESPECIALIZACION EN GERENCIA DE PROYECTOS  DE OBRAS PÚBLICAS;102528;37;4;0;2;1;1;"""2016-05-01""";admisiones@cuc.edu.co
12803;83;406;ESPECIALIZACIÓN EN INTERVENCIÓN PSICOSOCIAL;102553;26;4;0;2;1;1;"""2016-05-01""";admisiones@cuc.edu.co
12804;83;406;INGENIERÍA AGROINDUSTRIAL;102565;48;3;225000;10;1;1;"""2016-05-01""";admisiones@cuc.edu.co
12805;83;406;MAESTRIA EN EDUCACION;102644;12;5;0;4;1;1;"""2016-05-01""";admisiones@cuc.edu.co
12806;83;406;ESPECIALIZACIÓN EN PSICOTERAPIA INFANTIL;102698;26;4;0;2;1;1;"""2016-05-01""";admisiones@cuc.edu.co
12807;83;406;ESPECIALIZACIÓN EN NEUROPSICOPEDAGOGÍA;102730;26;4;0;2;1;1;"""2016-05-01""";admisiones@cuc.edu.co
12808;83;406;MAESTRIA EN INGENIERIA;103251;46;5;0;4;1;1;"""2016-05-01""";admisiones@cuc.edu.co
12809;83;406;TÉCNICO PROFESIONAL EN COMERCIO EXTERIOR;103280;58;1;0;4;1;1;"""2016-05-01""";admisiones@cuc.edu.co
12810;83;406;TÉCNICO PROFESIONAL EN PROCESOS ADMINISTRATIVOS;103311;34;1;0;4;1;1;"""2016-05-01""";admisiones@cuc.edu.co
