11707;74;351;ESPECIALIZACION EN AUDITORIA INTERNA Y REVISORIA FISCAL;21268;35;4;0;2;1;1;"2016-06-01";admisiones@unisinu.edu.co
11709;74;351;ESPECIALIZACION EN DERECHO CONSTITUCIONAL;21270;32;4;9720000;2;1;1;"2016-06-01";admisiones@unisinu.edu.co
11710;74;351;INSTRUMENTACION QUIRURGICA;21271;21;3;3798000;8;1;1;"2016-06-01";admisiones@unisinu.edu.co
11712;74;351;ODONTOLOGIA;21273;14;3;6448000;10;1;1;"2016-06-01";admisiones@unisinu.edu.co
11713;74;351;INGENIERIA ELECTRICA;21274;45;3;3606000;9;1;1;"2016-06-01";admisiones@unisinu.edu.co
11714;74;351;MEDICINA;21275;20;3;8372000;12;1;1;"2016-06-01";admisiones@unisinu.edu.co
11717;74;351;ESPECIALIZACION EN DERECHO ADMINISTRATIVO;21278;32;4;9720000;2;1;1;"2016-06-01";admisiones@unisinu.edu.co
11718;74;351;INGENIERIA DE SISTEMAS;21279;46;3;3223000;9;1;1;"2016-06-01";admisiones@unisinu.edu.co
11719;74;351;ARQUITECTURA;21280;37;3;3053000;10;1;1;"2016-06-01";admisiones@unisinu.edu.co
11720;74;351;TRABAJO SOCIAL;21281;24;3;2581000;8;1;1;"2016-06-01";admisiones@unisinu.edu.co
11721;74;351;DERECHO;21282;32;3;2772000;10;1;1;"2016-06-01";admisiones@unisinu.edu.co
11722;74;351;ADMINISTRACION DE EMPRESAS;21283;34;3;3056000;8;1;1;"2016-06-01";admisiones@unisinu.edu.co
11723;74;351;ESPECIALIZACION EN ALTA GERENCIA;21285;34;4;0;2;1;1;"2016-06-01";admisiones@unisinu.edu.co
11724;74;351;ENFERMERIA;21286;18;3;3929000;8;1;1;"2016-06-01";admisiones@unisinu.edu.co
11736;74;351;NEGOCIOS INTERNACIONALES;21298;34;3;3056000;8;1;1;"2016-06-01";admisiones@unisinu.edu.co
11738;74;351;ECONOMIA;21300;36;3;0;8;1;1;"2016-06-01";admisiones@unisinu.edu.co
11739;74;351;FISIOTERAPIA;21301;19;3;3582000;9;1;1;"2016-06-01";admisiones@unisinu.edu.co
11740;74;351;ESPECIALIZACION EN GERENCIA EN SALUD Y SEGURIDAD SOCIAL;21302;15;4;0;2;1;1;"2016-06-01";admisiones@unisinu.edu.co
11741;74;351;ESPECIALIZACION EN AUDITORIA EN SALUD;21303;16;4;0;2;1;1;"2016-06-01";admisiones@unisinu.edu.co
11746;74;351;COMUNICACION SOCIAL;21310;30;3;2892000;8;1;1;"2016-06-01";admisiones@unisinu.edu.co
11752;74;351;TECNOLOGIA EN SISTEMAS E INFORMATICA;21316;46;2;0;6;1;1;"2016-06-01";admisiones@unisinu.edu.co
11753;74;351;PSICOLOGIA;21317;26;3;2727000;10;1;1;"2016-06-01";admisiones@unisinu.edu.co
11755;74;351;ESPECIALIZACION EN DERECHO LABORAL Y SEGURIDAD SOCIAL;21319;32;4;9720000;2;1;1;"2016-06-01";admisiones@unisinu.edu.co
11768;74;351;ESPECIALIZACION EN TRIBUTARIA;21335;36;4;0;2;1;1;"2016-06-01";admisiones@unisinu.edu.co
11773;74;351;CONTADURIA PUBLICA;21353;35;3;2530000;8;1;1;"2016-06-01";admisiones@unisinu.edu.co
11781;74;351;ESPECIALIZACION EN VIAS Y TRANSPORTE;53051;47;4;10233000;2;1;1;"2016-06-01";admisiones@unisinu.edu.co
11782;74;351;ESPECIALIZACION EN REDES Y TELECOMUNICACIONES;53826;44;4;10233000;2;1;1;"2016-06-01";admisiones@unisinu.edu.co
11783;74;351;ESPECIALIZACION EN GERENCIA Y DIRECCION DE OBRAS;53988;34;4;10233000;2;1;1;"2016-06-01";admisiones@unisinu.edu.co
11784;74;351;ESTUDIOS MUSICALES;54403;6;3;0;10;1;1;"2016-06-01";admisiones@unisinu.edu.co
11785;74;351;ESPECIALIZACION EN GERENCIA TRIBUTARIA;54413;34;4;0;2;1;1;"2016-06-01";admisiones@unisinu.edu.co
11786;74;351;TECNICA PROFESIONAL EN OPERACION TURISTICA;54427;34;1;0;4;1;1;"2016-06-01";admisiones@unisinu.edu.co
11787;74;351;TECNOLOGIA EN GESTION TURISTICA;54433;34;2;0;7;1;1;"2016-06-01";admisiones@unisinu.edu.co
11788;74;351;ESPECIALIZACIÓN EN PLANEACIÓN URBANA Y ESTUDIOS DE LA POBLACIÓN.;90388;37;4;10526000;2;1;1;"2016-06-01";admisiones@unisinu.edu.co
11789;74;351;ESPECIALIZACION EN DERECHO PROBATORIO;90488;32;4;9793000;2;1;1;"2016-06-01";admisiones@unisinu.edu.co
11790;74;351;ESPECIALIZACION EN ODONTOPEDIATRIA Y ORTOPEDIA MAXILAR;90848;14;4;42841000;4;1;1;"2016-06-01";admisiones@unisinu.edu.co
11791;74;351;ESPECIALIZACIÓN EN CONTRATACIÓN ESTATAL;91359;32;4;10233000;2;1;1;"2016-06-01";admisiones@unisinu.edu.co
11792;74;351;MAESTRIA EN DERECHO PENAL Y  CRIMINOLOGÍA;91370;32;5;30601000;4;1;1;"2016-06-01";admisiones@unisinu.edu.co
11793;74;351;MAESTRÍA EN PSICOLOGÍA;91477;26;5;24481000;4;1;1;"2016-06-01";admisiones@unisinu.edu.co
11794;74;356;DERECHO;102061;32;3;5335000;10;1;1;"2016-06-01";admisiones@unisinu.edu.co
11795;74;356;ADMINISTRACIÓN DE EMPRESAS;102869;34;3;5130000;8;1;1;"2016-06-01";admisiones@unisinu.edu.co
11796;74;351;INGENIERÍA INDUSTRIAL;103236;43;3;3056000;9;1;1;"2016-06-01";admisiones@unisinu.edu.co
11797;74;351;ESPECIALIZACIÓN EN PEDIATRÍA;103322;58;4;72012000;2;1;1;"2016-06-01";admisiones@unisinu.edu.co
11798;74;351;MAESTRIA EN ADMINISTRACION DE NEGOCIOS, MBA.;104411;34;5;0;2;1;1;"2016-06-01";admisiones@unisinu.edu.co
11804;74;352;ESPECIALIZACION EN OFTALMOLOGIA;21446;20;4;26758500;2;1;1;"2016-06-01";admisiones@unisinu.edu.co
11805;74;352;ESPECIALIZACION EN GINECOLOGIA Y OBSTETRICIA;21447;20;4;26758500;2;1;1;"2016-06-01";admisiones@unisinu.edu.co
11806;74;352;ESPECIALIZACION EN PEDIATRIA;21448;20;4;26758500;2;1;1;"2016-06-01";admisiones@unisinu.edu.co
11807;74;352;PSICOLOGIA;21450;26;3;3453500;10;1;1;"2016-06-01";admisiones@unisinu.edu.co
11809;74;352;MEDICINA;21454;20;3;8557500;12;1;1;"2016-06-01";admisiones@unisinu.edu.co
11810;74;352;ODONTOLOGIA;21455;14;3;5274500;10;1;1;"2016-06-01";admisiones@unisinu.edu.co
