892,4,21,TECNOLOGIA EN SISTEMATIZACION DE DATOS,1140,46,2,0,0,1,1,"2016-05-01","informacion.programas@utadeo.edu.co"
893,4,21,AGROLOGIA,1141,1,3,0,10,1,1,"2016-05-01","informacion.programas@utadeo.edu.co"
894,4,21,BELLAS ARTES,1142,4,3,0,9,1,1,"2016-05-01","informacion.programas@utadeo.edu.co"
895,4,21,DISE¿O GRAFICO,1143,9,3,7500000,8,1,1,"2016-05-01","informacion.programas@utadeo.edu.co"
896,4,21,DISEÑO INDUSTRIAL,1144,9,3,7500000,8,1,1,"2016-05-01","informacion.programas@utadeo.edu.co"
897,4,21,ARQUITECTURA DE INTERIORES,1145,9,3,0,10,1,1,"2016-05-01","informacion.programas@utadeo.edu.co"
898,4,21,PUBLICIDAD,1146,4,3,7500000,8,1,1,"2016-05-01","informacion.programas@utadeo.edu.co"
899,4,21,COMUNICACION SOCIAL -  PERIODISMO,1147,30,3,6830000,8,1,1,"2016-05-01","informacion.programas@utadeo.edu.co"
900,4,21,RELACIONES INTERNACIONALES,1148,33,3,6830000,10,1,1,"2016-05-01","informacion.programas@utadeo.edu.co"
901,4,21,ECONOMIA,1149,36,3,4850000,9,1,1,"2016-05-01","informacion.programas@utadeo.edu.co"
902,4,21,COMERCIO INTERNACIONAL,1150,36,3,0,9,1,1,"2016-05-01","informacion.programas@utadeo.edu.co"
903,4,21,MERCADEO,1151,34,3,5290000,10,1,1,"2016-05-01","informacion.programas@utadeo.edu.co"
904,4,21,ADMINISTRACION DE EMPRESAS,1152,34,3,5500000,8,1,1,"2016-05-01","informacion.programas@utadeo.edu.co"
905,4,21,ADMINISTRACION DE EMPRESAS AGROPECUARIAS,1153,34,3,4490000,8,1,1,"2016-05-01","informacion.programas@utadeo.edu.co"
906,4,21,ADMINISTRACION DE SISTEMAS DE INFORMACION,1154,46,3,0,10,1,1,"2016-05-01","informacion.programas@utadeo.edu.co"
907,4,21,CONTADURIA PUBLICA,1155,35,3,4170000,10,1,1,"2016-05-01","informacion.programas@utadeo.edu.co"
908,4,21,INGENIERIA DE ALIMENTOS,1156,48,3,5030000,10,1,1,"2016-05-01","informacion.programas@utadeo.edu.co"
909,4,21,INGENIERIA GEOGRAFICA,1157,47,3,0,10,1,1,"2016-05-01","informacion.programas@utadeo.edu.co"
910,4,21,BIOLOGIA MARINA,1158,53,3,5920000,10,1,1,"2016-05-01","informacion.programas@utadeo.edu.co"
911,4,21,ESPECIALIZACION EN RELACIONES INTERNACIONALES,1159,33,4,0,3,1,1,"2016-05-01","informacion.programas@utadeo.edu.co"
912,4,21,ESPECIALIZACION EN PLANIFICACION DEL DESARROLLO,1160,36,4,0,2,1,1,"2016-05-01","informacion.programas@utadeo.edu.co"
913,4,21,ESPECIALIZACION EN MERCADEO AGROINDUSTRIAL,2480,34,4,0,3,1,1,"2016-05-01","informacion.programas@utadeo.edu.co"
914,4,21,ESPECIALIZACION EN GERENCIA DE SERVICIOS DE SALUD,2685,34,4,0,3,1,1,"2016-05-01","informacion.programas@utadeo.edu.co"
915,4,21,ESPECIALIZACION EN GERENCIA DE NEGOCIOS INTERNACIONALES,2772,34,4,0,2,1,1,"2016-05-01","informacion.programas@utadeo.edu.co"
916,4,21,ESPECIALIZACION EN GERENCIA DE MERCADEO,2822,34,4,0,2,1,1,"2016-05-01","informacion.programas@utadeo.edu.co"
917,4,21,ESPECIALIZACION EN ADMINISTRACION DE SALUD OCUPACIONAL,2846,34,4,0,3,1,1,"2016-05-01","informacion.programas@utadeo.edu.co"
918,4,21,ESPECIALIZACION EN LOGISTICA COMERCIAL NACIONAL E INTERNACIONAL,3063,43,4,7700000,2,1,1,"2016-05-01","informacion.programas@utadeo.edu.co"
919,4,21,ESPECIALIZACION EN GERENCIA DE FINANZAS INTERNACIONALES,3064,34,4,0,3,1,1,"2016-05-01","informacion.programas@utadeo.edu.co"
920,4,21,ESPECIALIZACION EN GERENCIA EN EMPRESAS DE ALIMENTOS,3154,34,4,0,3,1,1,"2016-05-01","informacion.programas@utadeo.edu.co"
921,4,21,ESPECIALIZACION EN ADMINISTRACION Y AUDITORIA TRIBUTARIA,3232,34,4,5960000,3,1,1,"2016-05-01","informacion.programas@utadeo.edu.co"
922,4,21,ESPECIALIZACION EN INTERPRETACION DEL ARTE COLOMBIANO LECTURAEMBLEMATICA,3627,22,4,5960000,2,1,1,"2016-05-01","informacion.programas@utadeo.edu.co"
923,4,21,ESPECIALIZACION EN GERENCIA Y AUDITORIA DE LA CALIDAD DE LA SALUD.,3671,35,4,7620000,2,1,1,"2016-05-01","informacion.programas@utadeo.edu.co"
924,4,21,ESPECIALIZACION EN EVALUACION DEL IMPACTO AMBIENTAL DE PROYECTOS,4456,36,4,6600000,2,1,1,"2016-05-01","informacion.programas@utadeo.edu.co"
925,4,21,DERECHO,4467,32,3,6590000,8,1,1,"2016-05-01","informacion.programas@utadeo.edu.co"
926,4,21,ESPECIALIZACION EN FLORICULTURA Y HORTICULTURA,4491,1,4,0,3,1,1,"2016-05-01","informacion.programas@utadeo.edu.co"
927,4,21,ESPECIALIZACION EN REVISORIA FISCAL,4578,35,4,0,3,1,1,"2016-05-01","informacion.programas@utadeo.edu.co"
