2784;13;50;TECNOLOGIA EN GESTION DE SERVICIOS PUBLICOS SANITARIOS;903;50;2;0;6;4;1;"2016-05-01";admisiones@udistrital.edu.co
2785;13;50;TECNOLOGIA EN TOPOGRAFIA;904;47;2;0;6;1;1;"2016-05-01";admisiones@udistrital.edu.co
2786;13;50;TECNOLOGIA EN SANEAMIENTO AMBIENTAL;905;50;2;0;6;4;1;"2016-05-01";admisiones@udistrital.edu.co
2787;13;50;ARTES PLASTICAS Y VISUALES;906;4;3;0;10;1;1;"2016-05-01";admisiones@udistrital.edu.co
2788;13;50;ARTES ESCENICAS;907;7;3;0;10;1;1;"2016-05-01";admisiones@udistrital.edu.co
2789;13;50;ARTES MUSICALES;908;6;3;0;10;1;1;"2016-05-01";admisiones@udistrital.edu.co
2790;13;50;LICENCIATURA EN EDUCACION PRIMARIA;909;12;3;0;8;1;1;"2016-05-01";admisiones@udistrital.edu.co
2791;13;50;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES;910;12;3;0;10;1;1;"2016-05-01";admisiones@udistrital.edu.co
2792;13;50;LICENCIATURA EN LENGUAS MODERNAS ESPAÑOL E INGLES;911;12;3;0;8;1;1;"2016-05-01";admisiones@udistrital.edu.co
2793;13;50;LICENCIATURA EN LINGUISTICA Y LITERATURA;912;12;3;0;8;1;1;"2016-05-01";admisiones@udistrital.edu.co
2794;13;50;LICENCIATURA EN FISICA;913;12;3;0;10;1;1;"2016-05-01";admisiones@udistrital.edu.co
2795;13;50;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS;914;12;3;0;10;1;1;"2016-05-01";admisiones@udistrital.edu.co
2796;13;50;LICENCIATURA EN BIOLOGIA;915;12;3;0;10;1;1;"2016-05-01";admisiones@udistrital.edu.co
2797;13;50;LICENCIATURA EN QUIMICA;916;12;3;0;10;1;1;"2016-05-01";admisiones@udistrital.edu.co
2798;13;50;INGENIERIA CATASTRAL Y GEODESIA;917;47;3;0;10;1;1;"2016-05-01";admisiones@udistrital.edu.co
2799;13;50;INGENIERÍA DE SISTEMAS;918;46;3;0;10;1;1;"2016-05-01";admisiones@udistrital.edu.co
2800;13;50;INGENIERIA ELECTRONICA;919;44;3;0;10;1;1;"2016-05-01";admisiones@udistrital.edu.co
2801;13;50;INGENIERIA INDUSTRIAL;920;43;3;0;10;1;1;"2016-05-01";admisiones@udistrital.edu.co
2802;13;50;INGENIERIA FORESTAL;921;51;3;0;10;1;1;"2016-05-01";admisiones@udistrital.edu.co
2803;13;50;ESPECIALIZACION EN INGENIERIA DE PRODUCCION;922;43;4;0;1;1;1;"2016-05-01";admisiones@udistrital.edu.co
2804;13;50;MAESTRIA EN LINGUISTICA APLICADA A LA ENSEÑANZA DEL INGLES;923;12;5;0;4;1;1;"2016-05-01";admisiones@udistrital.edu.co
2805;13;50;MAESTRIA EN TELEINFORMATICA;924;46;5;0;3;1;1;"2016-05-01";admisiones@udistrital.edu.co
2806;13;50;ESPECIALIZACION EN EDUCACION SEXUAL;2765;12;4;0;2;1;1;"2016-05-01";admisiones@udistrital.edu.co
2807;13;50;TECNOLOGIA EN ADMINISTRACION DEPORTIVA;2837;34;2;0;6;1;1;"2016-05-01";admisiones@udistrital.edu.co
2808;13;50;ESPECIALIZACION EN BIOINGENIERIA;2917;49;4;0;2;1;1;"2016-05-01";admisiones@udistrital.edu.co
2809;13;50;ESPECIALIZACION EN CIENCIAS DE LA EDUCACION CON ENFASIS EN PSICOLINGUISTICA;2918;12;4;0;3;1;1;"2016-05-01";admisiones@udistrital.edu.co
2810;13;50;ADMINISTRACION DEPORTIVA;3432;34;3;0;10;1;1;"2016-05-01";admisiones@udistrital.edu.co
2811;13;50;ESPECIALIZACION EN TELEINFORMATICA;3555;46;4;0;3;1;1;"2016-05-01";admisiones@udistrital.edu.co
2812;13;50;ESPECIALIZACION EN TELECOMUNICACIONES MOVILES;3556;44;4;0;1;1;1;"2016-05-01";admisiones@udistrital.edu.co
2813;13;50;ESPECIALIZACION EN INFORMATICA INDUSTRIAL;3557;43;4;0;2;1;1;"2016-05-01";admisiones@udistrital.edu.co
2814;13;50;ESPECIALIZACION EN SISTEMAS DE INFORMACION GEOGRAFICA;3558;40;4;0;2;1;1;"2016-05-01";admisiones@udistrital.edu.co
2815;13;50;ESPECIALIZACION EN INGENIERIA DE SOFTWARE;3559;46;4;0;2;1;1;"2016-05-01";admisiones@udistrital.edu.co
